date,avg_temperature_c,total_rainfall_mm,avg_humidity,sensor_count
2026-01-01,27.89166666666667,1029.354,62.79545454545455,36
2026-01-02,27.595878136200714,1256.934,65.43636363636364,37
2026-01-03,25.007037037037037,1242.646,59.0,36
2026-01-04,29.244834307992203,1175.508,66.28846153846153,36
2026-01-05,28.7083820662768,1205.95,61.39622641509434,28
2026-01-06,27.06028806584362,1138.896,61.90384615384615,37
2026-01-07,27.708623548922056,1242.98,59.46666666666667,38
2026-01-08,27.306712962962962,956.734,70.23809523809524,34
2026-01-09,28.282846003898637,979.028,59.64705882352941,31
2026-01-10,29.039832285115303,1093.7839999999999,59.61702127659574,29
2026-01-11,25.410922787193975,1225.63,62.74545454545454,35
2026-01-12,26.534146341463416,938.066,58.270270270270274,28
2026-01-13,27.069777777777777,1185.594,59.91304347826087,31
2026-01-14,26.357264957264956,1002.042,59.97674418604651,34
2026-01-15,27.16851851851852,880.612,66.16666666666667,35
2026-01-16,28.75095785440613,1204.302,61.470588235294116,33
2026-01-17,29.848467432950194,1375.3319999999999,63.716981132075475,32
2026-01-18,27.92962962962963,859.276,69.125,23
2026-01-19,26.92806026365348,1400.486,56.339622641509436,32
2026-01-20,28.39979423868313,1003.804,62.13725490196079,33
2026-01-21,25.692156862745097,1187.248,61.55813953488372,32
2026-01-22,28.511868686868684,960.938,63.891891891891895,29
2026-01-23,26.830000000000002,889.656,59.588235294117645,24
2026-01-24,25.808743169398905,1506.94,63.46,34
2026-01-25,28.885425685425687,1320.504,59.80597014925373,40
2026-01-26,27.842261904761905,1347.924,64.15094339622641,35
2026-01-27,26.885403050108934,836.568,62.775510204081634,33
2026-01-28,28.638562091503267,1103.182,64.51063829787235,27
2026-01-29,28.36543209876543,1221.702,63.04347826086956,33
2026-01-30,28.6,1364.656,60.391304347826086,33
2026-01-31,26.841784037558686,1403.312,65.90163934426229,37
2026-02-01,27.70983606557377,1557.132,61.01754385964912,34
2026-02-02,27.737103174603174,1190.714,65.53061224489795,33
2026-02-03,27.692777777777778,1115.952,59.464285714285715,32
2026-02-04,27.955353535353535,1081.086,63.333333333333336,32
2026-02-05,29.05191256830601,1336.378,65.47368421052632,36
2026-02-06,27.683760683760685,1041.958,61.57142857142857,28
2026-02-07,28.31851851851852,1021.548,59.301886792452834,33
2026-02-08,27.962768031189082,1167.08,58.627450980392155,34
2026-02-09,26.167857142857144,1152.1580000000001,58.32692307692308,32
2026-02-10,26.84917695473251,1185.466,67.28571428571429,33
2026-02-11,28.21680216802168,964.294,65.48717948717949,27
2026-02-12,27.513296903460837,1489.88,63.05084745762712,32
2026-02-13,27.91898148148148,973.944,57.390243902439025,30
2026-02-14,26.596913580246913,1129.31,63.11764705882353,35
2026-02-15,25.99077568134172,1247.618,61.270833333333336,30
2026-02-16,27.44567901234568,742.168,62.64705882352941,25
2026-02-17,27.731372549019607,924.99,62.54545454545455,33
2026-02-18,26.746808510638296,1106.654,64.76923076923077,33
2026-02-19,27.015555555555558,1206.144,63.241379310344826,36
2026-02-20,25.26339869281046,1013.76,65.1304347826087,32
2026-02-21,28.062962962962963,1281.782,64.84905660377359,33
2026-02-22,26.458847736625515,1172.61,70.41666666666667,35
2026-02-23,27.723728813559323,1100.774,62.31372549019608,37
2026-02-24,27.612874779541446,1271.61,67.69090909090909,36
2026-02-25,29.398108747044915,802.704,65.72727272727273,35
2026-02-26,28.358003766478344,1362.392,62.0188679245283,33
2026-02-27,26.484375,1463.802,65.98245614035088,37
2026-02-28,26.306031746031746,1472.862,60.516666666666666,34
2026-03-01,27.22741935483871,1325.864,59.56666666666667,33
2026-03-02,28.195628415300547,1323.504,63.271186440677965,36
2026-03-03,28.333134920634922,1089.99,60.26,34
2026-03-04,25.856196581196578,985.432,58.020833333333336,31
2026-03-05,27.80299823633157,1389.474,66.55932203389831,36
2026-03-06,28.014120370370375,838.486,59.51162790697674,33
2026-03-07,28.229861111111113,1221.224,59.98275862068966,37
2026-03-08,26.050198412698414,1180.158,62.94,37
2026-03-09,29.115308641975307,1001.066,58.06818181818182,32
2026-03-10,27.465843621399177,1052.026,63.55102040816327,35
2026-03-11,28.504585537918874,1383.446,63.516666666666666,39
2026-03-12,27.017049808429118,1310.028,59.79245283018868,31
2026-03-13,28.656462585034014,913.206,60.23913043478261,27
2026-03-14,28.143360433604336,1031.506,62.22857142857143,29
2026-03-15,25.28293650793651,1154.416,64.33333333333333,37
2026-03-16,27.441787439613528,980.486,61.348837209302324,32
2026-03-17,27.004022988505746,1204.108,61.23529411764706,35
2026-03-18,26.94488017429194,1082.838,67.20454545454545,33
2026-03-19,27.854732510288066,1198.808,64.3529411764706,33
2026-03-20,28.449786324786324,1126.042,58.645833333333336,36
2026-03-21,30.07669376693767,668.066,56.65714285714286,27
2026-03-22,26.946623093681918,1123.854,64.19565217391305,34
2026-03-23,26.639412997903566,931.8,64.5,34
2026-03-24,27.419883040935673,1182.544,62.22222222222222,36
2026-03-25,27.615277777777777,1296.02,62.45454545454545,35
2026-03-26,27.779664570230608,1162.44,60.5531914893617,32
2026-03-27,27.254048964218455,1309.5720000000001,63.49090909090909,38
2026-03-28,27.677777777777777,1337.318,65.14285714285714,38
2026-03-29,27.604444444444447,1217.394,66.09615384615384,33
2026-03-30,27.76226851851852,1040.7259999999999,66.14285714285714,31
2026-03-31,29.909259259259258,1133.534,57.1875,36
2026-04-01,25.805656565656566,970.352,58.93877551020408,32
2026-04-02,27.22986111111111,943.592,66.8936170212766,32
2026-04-03,27.70017361111111,1255.724,64.7,34
2026-04-04,27.533898305084747,1078.922,61.43396226415094,35
2026-04-05,29.321264367816095,1221.412,62.244897959183675,34
2026-04-06,26.878472222222225,907.71,67.63636363636364,31
2026-04-07,25.663888888888888,1385.034,63.62068965517241,39
2026-04-08,27.885499058380415,1372.854,62.388888888888886,34
2026-04-09,26.8367941712204,1291.838,67.0,33
2026-04-10,26.8962962962963,1211.884,66.5625,32
2026-04-11,26.698116760828626,1264.108,62.56603773584906,33
2026-04-12,28.92,939.918,65.6829268292683,30
2026-04-13,27.50718954248366,1649.492,59.61290322580645,38
2026-04-14,26.981355932203392,1167.588,59.25925925925926,34
2026-04-15,27.722902494331066,1081.742,59.91489361702128,30
2026-04-16,26.627891156462585,1057.344,60.71111111111111,35
2026-04-17,26.686222222222224,1293.546,64.44186046511628,29
2026-04-18,28.659259259259258,979.21,59.725,31
2026-04-19,27.493333333333336,1054.632,56.76086956521739,32
2026-04-20,26.962037037037035,1004.014,61.18181818181818,29
2026-04-21,26.989120370370372,985.058,60.34146341463415,33
2026-04-22,27.784615384615385,1015.45,63.883720930232556,38
2026-04-23,27.505370370370372,1290.456,63.113207547169814,36
2026-04-24,26.23959595959596,1111.178,69.06818181818181,36
2026-04-25,28.543478260869566,1082.088,63.34146341463415,31
2026-04-26,28.249751243781095,1787.87,62.10526315789474,39
2026-04-27,25.77943262411348,822.0,59.375,36
2026-04-28,27.176222222222222,976.4639999999999,62.77272727272727,30
2026-04-29,29.13028322440087,1099.724,60.93333333333333,32
2026-04-30,27.14764957264957,1113.31,67.57777777777778,29
2026-05-01,27.51543209876543,1156.384,56.142857142857146,35
2026-05-02,28.97281746031746,1058.31,59.64150943396226,34
2026-05-03,27.21418439716312,1041.094,61.69767441860465,32
2026-05-04,26.670781893004115,1410.686,61.490196078431374,29
2026-05-05,26.784920634920635,1046.964,61.7,36
2026-05-06,27.193376068376065,1122.22,64.63636363636364,32
2026-05-07,27.540674603174605,1361.49,63.57142857142857,40
2026-05-08,28.770833333333336,1057.358,59.81481481481482,31
2026-05-09,26.863352826510724,1098.272,63.979166666666664,33
2026-05-10,28.20133333333333,1187.618,63.5625,31
2026-05-11,27.808395061728394,964.972,61.26190476190476,34
2026-05-12,27.41820330969267,1012.264,60.116279069767444,28
2026-05-13,28.592140921409214,721.424,58.36842105263158,30
2026-05-14,27.148846960167717,1136.716,59.78260869565217,31
2026-05-15,27.995555555555555,1155.98,59.76,39
2026-05-16,28.180076628352488,1098.614,58.94117647058823,35
2026-05-17,27.049206349206347,1278.874,64.9,36
2026-05-18,26.728600823045266,1309.528,66.26,32
2026-05-19,28.784754521963826,895.0360000000001,64.4,33
2026-05-20,27.552380952380954,735.7239999999999,60.42424242424242,23
2026-05-21,26.892307692307693,1197.69,68.0,29
2026-05-22,26.428502415458933,1047.876,73.53846153846153,30
2026-05-23,28.295807127882597,1270.3799999999999,62.0,30
2026-05-24,25.288208616780047,1059.056,64.17021276595744,32
2026-05-25,27.749242424242425,891.86,63.31707317073171,31
2026-05-26,26.360699588477367,1043.6,57.82608695652174,34
2026-05-27,27.895414462081128,1331.072,62.25,35
2026-05-28,25.937037037037037,1115.1,63.78431372549019,35
2026-05-29,26.3135593220339,1115.358,65.1,34
2026-05-30,28.041666666666668,1076.18,62.044444444444444,29
2026-05-31,27.3546783625731,807.694,66.375,28
2026-06-01,27.3962962962963,892.552,67.58333333333333,32
2026-06-02,27.658956916099772,1014.866,62.15909090909091,31
2026-06-03,26.33391812865497,1223.7,62.775510204081634,31
2026-06-04,26.818439716312056,1146.98,63.90909090909091,30
2026-06-05,26.290534979423867,1469.102,60.2,32
2026-06-06,28.017400419287213,1241.894,60.775510204081634,34
2026-06-07,26.180272108843536,1064.7,63.0,36
2026-06-08,27.24327485380117,1095.288,62.1764705882353,33
2026-06-09,27.409961685823756,1164.638,64.40384615384616,37
2026-06-10,27.38253968253968,768.762,64.47368421052632,31
2026-06-11,27.64425612052731,1196.864,62.163636363636364,37
2026-06-12,26.730505050505048,1417.1,59.40816326530612,37
2026-06-13,26.83922902494331,1172.398,62.638297872340424,31
2026-06-14,27.451785714285712,1234.326,62.0,33
2026-06-15,27.093486590038314,1172.014,62.0188679245283,37
2026-06-16,28.39078014184397,948.04,56.42857142857143,30
2026-06-17,28.12293144208038,923.48,60.02564102564103,32
2026-06-18,25.42413793103448,1293.65,62.88235294117647,36
2026-06-19,26.705982905982907,1390.054,64.50847457627118,36
2026-06-20,27.65925925925926,750.584,58.484848484848484,26
2026-06-21,26.944871794871794,1157.974,58.54545454545455,32
2026-06-22,25.34722222222222,1071.086,65.88679245283019,37
2026-06-23,28.50181818181818,1046.542,61.212765957446805,33
2026-06-24,28.9374677002584,1006.844,63.73684210526316,32
2026-06-25,27.673518518518517,1340.048,63.535714285714285,37
2026-06-26,25.69111111111111,897.4399999999999,64.63888888888889,30
2026-06-27,28.552777777777777,1110.356,63.129629629629626,35
2026-06-28,27.177177177177178,987.104,63.911764705882355,27
2026-06-29,28.366153846153846,1283.692,59.10526315789474,34
2026-06-30,27.922463768115943,939.918,63.170731707317074,30
2026-07-01,26.98510101010101,924.05,61.225,32
2026-07-02,28.9268115942029,1008.856,59.76744186046512,27
2026-07-03,24.880083857442347,1320.412,63.06976744186046,35
2026-07-04,28.177011494252874,1115.2,63.763636363636365,35
2026-07-05,27.66358024691358,1214.15,60.8,33
2026-07-06,28.748936170212765,805.27,64.97619047619048,31
2026-07-07,26.730444444444444,947.734,60.61702127659574,31
2026-07-08,27.705555555555556,1626.784,55.03125,36
2026-07-09,26.460075329566855,959.696,63.53703703703704,34
2026-07-10,27.170649895178197,1207.924,62.212765957446805,35
2026-07-11,27.690780141843973,907.654,58.41463414634146,29
2026-07-12,28.093291404612163,1022.278,63.25,35
2026-07-13,28.928605200945626,888.378,60.25581395348837,31
2026-07-14,27.921193415637863,1022.812,62.08163265306123,32
2026-07-15,27.723035230352302,805.882,54.114285714285714,30
2026-07-16,26.959322033898303,1142.2640000000001,58.85454545454545,31
2026-07-17,24.89874213836478,1272.216,63.191489361702125,34
2026-07-18,28.564722222222223,847.1,61.5945945945946,29
2026-07-19,25.61063829787234,824.678,57.785714285714285,30
2026-07-20,27.420479302832245,1188.964,63.422222222222224,31
2026-07-21,28.849645390070922,1053.372,62.7,32
2026-07-22,28.514884696016775,978.47,60.875,34
2026-07-23,25.994372294372294,1676.46,65.55072463768116,39
2026-07-24,27.25016835016835,1277.006,65.52380952380952,39
2026-07-25,26.805555555555557,1098.34,59.42857142857143,35
2026-07-26,24.924263038548755,1103.07,64.15217391304348,31
2026-07-27,27.113378684807255,833.352,60.61702127659574,32
2026-07-28,27.043669250645994,830.998,62.13157894736842,31
2026-07-29,27.737777777777776,834.006,57.90909090909091,25
2026-07-30,27.402267573696147,1041.866,66.02173913043478,31
2026-07-31,28.133737373737375,1259.046,57.0,30
2026-08-01,27.8510101010101,1047.386,63.1219512195122,31
2026-08-02,26.243906810035842,1215.582,64.25925925925925,34
2026-08-03,26.22267573696145,1121.658,59.977777777777774,31
